SUB-DISTRICT NAME,Area Name
Dondi,Rajolidih
Dondi,Magardah
Dondi,Tumdisur
Dondi,Mardel
Dondi,Jabkasa
Dondi,Kuwagondi
Dondi,Kande
Dondi,Khursi Tikur
Dondi,Markatola Alias Surdongar
Dondi,Limaudih
Dondi,Baloda
Dondi,Singhola
Dondi,Khursitikur
Dondi,Mangal Tarai
Dondi,Mathena
Dondi,Kisanpuri
Dondi,Chiharo
Dondi,Amadula
Dondi,Kakarkasa
Dondi,Wonpandel F.V.
Dondi,Amabahara F.V.
Dondi,Keshopur  F.V.
Dondi,Murramkheda F.V.
Dondi,Parkalkasa F.V.
Dondi,Rajolidih F.V.
Gurur,Pikaripar
Gurur,Armari Kalan
Gurur,Khertha
Gurur,Kosagondi
Gurur,Tilkhairi
Gurur,Arkar
Gurur,Hasda
Gurur,Dotopar
Gurur,Bhirai Khas
Gurur,Bohara
Gurur,Palari
Gurur,Sanoud
Gurur,Sangli
Gurur,Padkibhat
Gurur,Ojhagahan
Gurur,Mohara
Gurur,Jewartala
Gurur,Mudpar
Gurur,Titurgahan
Gurur,Deokot
Gurur,Kanwar
Gurur,Gangoripar
Gurur,Pendarwani
Gurur,Parsuli
Gurur,Dandesara
Gurur,Basin
Gurur,Bhoyli
Gurur,Dadhari
Gurur,Bodra
Gurur,Khundani
Gurur,Khordo
Gurur,Perpar
Gurur,Akalwara
Gurur,Narbada
Gurur,Sarbada
Gurur,Dhaneli
Gurur,Kochera
Gurur,Pewaro
Gurur,Ghoghopuri
Gurur,Bhulandabri
Gurur,Dubchera
Gurur,Bhanpuri
Gurur,Surra
Gurur,Sohpur
Gurur,Ramtara
Gurur,Arjuni
Gurur,Bagdai
Gurur,Chhediya
Gurur,Sorar
Gurur,Chirchari
Gurur,Dhobanpuri
Gurur,Tarri
Gurur,Bortara
Gurur,Khairwahi
Gurur,Kolihamar
Gurur,Diyabati
Gurur,Darra
Gurur,Kharra
Gurur,Thekwadih
Gurur,Mujgahan
Gurur,Kuliya
Gurur,Bohardih
Gurur,Phagundah
Gurur,Bagtarai
Gurur,Usarwara
Gurur,Chandanbirhi
Gurur,Bharrigaon
Gurur,Anandpur
Gurur,Chitaud
Gurur,Miri Tola
Gurur,Kumhar Khan
Gurur,Mudkhusra
Gurur,Borid Kalan
Gurur,Kaneri
Gurur,Dokla
Gurur,Dargahan
Gurur,Dani Tola
Gurur,Nawagaon
Gurur,Bheja
Gurur,Balodgahan
Gurur,Naikura
Gurur,Mokha
Gurur,Mudgahan
Gurur,Salhebhat
Gurur,Dhanapuri
Gurur,Khairdigi
Gurur,Sohtara
Gurur,Bichchhibahara
Gurur,Kanharpuri
Gurur,Chulha Pathra
Gurur,Bharda
Gurur,Dhanaura
Gurur,Kaparmeta
Gurur,Tengna
Gurur,Sonai Dongri
Gurur,Nahanda
Gurur,Naragaon
Gurur,Mangchuwa
Gurur,Hitekasa
Gurur,Ruputola
Gurur,Nagjhar
Gurur,Petechuwa
Gurur,Badbhum
Gurur,Bheja Alias Jangli
Gurur,Karrajhar
Gurur,Onakona
Gurur,Muskera
Gurur,Alori
Gurur,Petechuwa Alias Kankalin
Gurur,Mujalgondi
Gurur,Kochwahi
Gurur,Bhaismundi
Gurur,Pond
Gurur,Kosmi
Gurur,Kariyatola
Gurur,Jagtara
Gurur,Amapani
Gurur,Onakona Alias Odemadih
Gurur,Duggabahara
Gurur,Gotatola
Gurur,Nagweldih
Simga,Chakarway
Simga,Tora
Simga,Tulsi
Simga,Chorha Nawageon
Simga,Chandia Pathra
Simga,Karhul
Simga,Tarponga
Simga,Limtara
Simga,Sanjari Nawagaon
Simga,Dhekuna
Simga,Bisrampur
Simga,Ganeshpur
Simga,Marrakona
Simga,Bamhanidih
Simga,Deoridih
Simga,Koliha
Simga,Sakri(Koliha)
Simga,Daurenga
Simga,Kulipota
Simga,Rohra
Simga,Machabhat
Simga,Rengabod
Simga,Buchipar
Simga,Dawanbod
Simga,Akaltara
Simga,Motiyaridih
Simga,Manohara
Simga,Manikchauri
Simga,Dhiwanpuri
Simga,Dhabadih
Simga,Darchura
Simga,Mandhar Kalan
Simga,Chaurenga
Simga,Bhothdih(Chaurenga)
Simga,Kirwai
Simga,Karhi Alias Adbandha
Simga,Damakheda
Simga,Dhobani
Simga,Chanderi
Simga,Bachhera
Simga,Baikoni
Simga,Hiran Bhattha(Hiran Bhat)
Simga,Khairghat
Simga,Madhar
Simga,Bansankra
Simga,Duldula
Simga,Kachlon
Simga,Tendu Bhatha
Simga,Chutchutiya
Simga,Khandwa
Simga,Aurethi
Simga,Puisari
Simga,Lanja
Simga,Binaika(Bineka)
Simga,Musuwadih
Simga,Nawagaon
Simga,Kamta
Simga,Ghughuwadih (Ghughwadih
Simga,Jhiriya
Simga,Kesda
Simga,Ringni
Simga,Dongariya
Simga,Sitapar
Simga,Lawar
Simga,Khargadih
Simga,Moh Bhatha
Simga,Hathband
Simga,Dhodha
Simga,Newdha
Simga,Udela
Simga,Kukrachunda
Simga,Khilora
Simga,Pousari(Bhainsa)
Simga,Kesli (Khilora)
Simga,Bhainsa
Simga,Sakri(Bhainsa)
Simga,Kareli
Simga,Bilaidabri
Simga,Jangda (Jangla)
Simga,Bhanwargarh(Bhawargarh)
Simga,Mudpar
Simga,Sonbarsa
Simga,Gurdi
Simga,Jaroud(Bade)
Simga,Matiya
Simga,Farhada
Simga,Tekari
Simga,Amakoni
Simga,Sinodha
Simga,Diggi
Simga,Khapri
Simga,Bhothidih Alias Titahid
Simga,Kesli(Shikari)
Simga,Lohari
Simga,Nawapara
Simga,Bardih(Bitkuli)
Simga,Bitkuli
Simga,Jaraud R.N.
Simga,Suhela
Simga,Basin
Simga,Karhi(Chandi)
Simga,Chandi
Simga,Padkidih
Simga,Khapradih
Simga,Jhipan
Simga,Raweli
Simga,Rawan
Simga,Khairwani
Simga,Dhobnidih
Simga,Budgahan
Simga,Bhat Bhera
Simga,Ameri
Simga,Kuthraud
Simga,Saklor
Simga,Pendri
Simga,Kasahidih
Simga,Phundardih
Simga,Paraswani
Simga,Bardih(Hirami)
Simga,Mohra
Simga,Bhalesur
Simga,Tilda-Bandha
Simga,Babariya
Simga,Fulwari
Simga,Newari
Simga,Bhothadih
Simga,Hirmi (Ct)
Bhatapara,Kaithi
Bhatapara,Tarenga
Bhatapara,Suma
Bhatapara,Semariya
Bhatapara,Deori
Bhatapara,Datrenga
Bhatapara,Surajpura
Bhatapara,Akoli
Bhatapara,Paraswani
Bhatapara,Kotmi
Bhatapara,Kumharkhan
Bhatapara,Datrengi
Bhatapara,Amliadih
Bhatapara,Jarhagaon
Bhatapara,Kadar
Bhatapara,Lewai
Bhatapara,Akaltara
Bhatapara,Madhuban
Bhatapara,Tehka
Bhatapara,Kalmidih
Bhatapara,Syrkhi
Bhatapara,Bijradih
Bhatapara,Kholwa
Bhatapara,Pendri
Bhatapara,Dhabadih
Bhatapara,Dhaurabhata
Bhatapara,Mudhipar
Bhatapara,Gadadih
Bhatapara,Khokhali
Bhatapara,Kodapar
Bhatapara,Tikuliya
Bhatapara,Bodtara
Bhatapara,Majgaon
Bhatapara,Borsi
Bhatapara,Bijabhat
Bhatapara,Gogiya
Bhatapara,Khamhriya (Khamriya)
Bhatapara,Gurra
Bhatapara,Chamari
Bhatapara,Khapradih
Bhatapara,Sendri
Bhatapara,Khairi
Bhatapara,Alesur
Bhatapara,Rajadhar
Bhatapara,Kosmanda
Bhatapara,Achanakpur
Bhatapara,Dhurrabandha
Bhatapara,Hasda
Bhatapara,Bharatpur
Bhatapara,Dhourabhatha
Bhatapara,Bakulahi
Bhatapara,Mopka
Bhatapara,Mendra (Medra)
Bhatapara,Lamti
Bhatapara,Rajpur
Bhatapara,Godhi
Bhatapara,Singarpur
Bhatapara,Semhradih (Semradih)
Bhatapara,Koni
Bhatapara,Bagbudwa
Bhatapara,Kodwa
Bhatapara,Nipaniya
Bhatapara,Gudaghat
Bhatapara,Khapri
Bhatapara,Silwa
Bhatapara,Bhothidih
Bhatapara,Mopki
Bhatapara,Chandli
Bhatapara,Pathariya
Bhatapara,Dhaneli
Bhatapara,Chamarguda
Bhatapara,Rampur
Bhatapara,Pasid
Bhatapara,Lalpur
Bhatapara,Oteband
Bhatapara,Karhi
Bhatapara,Bamhanidih
Bhatapara,Mekri
Bhatapara,Kesla
Bhatapara,Bitkuli
Bhatapara,Khaira
Bhatapara,Ramdaiya
Bhatapara,Lachchhanpur
Bhatapara,Patan
Bhatapara,Gudeliya
Bhatapara,Chichpol
Bhatapara,Bendri
Bhatapara,Pausari
Bhatapara,Kukda
Bhatapara,Nawagaon
Bhatapara,Topa
Bhatapara,Amlidih
Bhatapara,Tonatar
Bhatapara,Mirgi
Bhatapara,Parsadih
Bhatapara,Turma
Bhatapara,Jethani
Bhatapara,Amethi
Bhatapara,Deorani
Bhatapara,Maldi
Bhatapara,Mopar
Baloda Bazar,Dhawai
Baloda Bazar,Purena
Baloda Bazar,Budgahan
Baloda Bazar,Koliyari
Baloda Bazar,Saloni
Baloda Bazar,Paragaon
Baloda Bazar,Deori
Baloda Bazar,Khajuri
Baloda Bazar,Boirdih
Baloda Bazar,Sonadih
Baloda Bazar,Dhabadih
Baloda Bazar,Keshdabri
Baloda Bazar,Jhonka
Baloda Bazar,Mohtara
Baloda Bazar,Raseda
Baloda Bazar,Khapari
Baloda Bazar,Medh
Baloda Bazar,Rasedi
Baloda Bazar,Bemetra
Baloda Bazar,Mudiydih
Baloda Bazar,Achankpur
Baloda Bazar,Khairi
Baloda Bazar,Charoti
Baloda Bazar,Chhuiha
Baloda Bazar,Parsabhadar
Baloda Bazar,Khairghata
Baloda Bazar,Halwai Khapri
Baloda Bazar,Suklabhata
Baloda Bazar,Sonpuri
Baloda Bazar,Latuwa
Baloda Bazar,Pausari
Baloda Bazar,Bharseli Malgujari
Baloda Bazar,Bharsela
Baloda Bazar,Bharseli Ryt.
Baloda Bazar,Chhuiha Ryt.
Baloda Bazar,Chhuiha Malgujari
Baloda Bazar,Karmada
Baloda Bazar,Bhathagaon
Baloda Bazar,Gaitara
Baloda Bazar,Arjuni
Baloda Bazar,Khairtal
Baloda Bazar,Magarway
Baloda Bazar,Bhadrapali
Baloda Bazar,Mudhipar
Baloda Bazar,Kukurdih
Baloda Bazar,Kokadi
Baloda Bazar,Magarchaba
Baloda Bazar,Limahi
Baloda Bazar,Sakari
Baloda Bazar,Kanjee
Baloda Bazar,Pahanda
Baloda Bazar,Dasharma
Baloda Bazar,Purenakhapri
Baloda Bazar,Godkhapri
Baloda Bazar,Khamhariya
Baloda Bazar,Khairwardih
Baloda Bazar,Risda
Baloda Bazar,Puran
Baloda Bazar,Karmadih
Baloda Bazar,Dhandheni
Baloda Bazar,Sarkipar
Baloda Bazar,Semaradih
Baloda Bazar,Piprahi
Baloda Bazar,Bharuwadih
Baloda Bazar,Champa
Baloda Bazar,Thelki
Baloda Bazar,Chicholi
Baloda Bazar,Pangaon
Baloda Bazar,Ghulghul
Baloda Bazar,Lahod
Baloda Bazar,Gindola
Baloda Bazar,Kari
Baloda Bazar,Bitkuli
Baloda Bazar,Khatiyapati
Baloda Bazar,Dotopar
Baloda Bazar,Lawanband
Baloda Bazar,Dhourabhata
Baloda Bazar,Bhadra
Baloda Bazar,Sudheli
Baloda Bazar,Khainda
Baloda Bazar,Semharadih
Baloda Bazar,Dhangaon
Baloda Bazar,Nawapara
Baloda Bazar,Musuwathodi
Baloda Bazar,Kharcha
Baloda Bazar,Damru
Baloda Bazar,Tarasiv
Baloda Bazar,Amalkunda
Baloda Bazar,Misraindih
Baloda Bazar,Sudhela
Baloda Bazar,Kasiyara
Baloda Bazar,Chichirda
Baloda Bazar,Paijani
Baloda Bazar,Juda
Baloda Bazar,Barda
Baloda Bazar,Dhandhani
Baloda Bazar,Munda
Baloda Bazar,Chirpota
Baloda Bazar,Khamhardih
Baloda Bazar,Parsadih
Baloda Bazar,Ahilda
Baloda Bazar,Korda
Baloda Bazar,Pandariya
Baloda Bazar,Bajarbhata
Baloda Bazar,Sarkhor
Baloda Bazar,Gangai
Baloda Bazar,Gangwa Alias Amlidih
Baloda Bazar,Koyda
Baloda Bazar,Paisar
Baloda Bazar,Changori
Baloda Bazar,Semariya
Baloda Bazar,Khamhriya
Baloda Bazar,Sunsuniya
Baloda Bazar,Marda
Baloda Bazar,Lata
Baloda Bazar,Siryadih
Baloda Bazar,Karda
Baloda Bazar,Dongra
Baloda Bazar,Tilda
Baloda Bazar,Dongridih
Baloda Bazar,Parsapali
Baloda Bazar,Singhari
Baloda Bazar,Bhalukona
Baloda Bazar,Hardi
Baloda Bazar,Amaldiha
Baloda Bazar,Chitawar
Baloda Bazar,Koliha
Baloda Bazar,Sarwadih
Baloda Bazar,Jamdih
Baloda Bazar,Bagubuda
Baloda Bazar,Bamhanpuri
Baloda Bazar,Kohraod
Baloda Bazar,Dharasiv
Baloda Bazar,Kumhari
Baloda Bazar,Turma
Baloda Bazar,Kaira
Baloda Bazar,Kailashgadh
Baloda Bazar,Rawan (Ct)
Palari,Sarseni
Palari,Chuchrungpur
Palari,Guma
Palari,Saiha
Palari,Belha
Palari,Parsadih
Palari,Gitkera
Palari,Amlidih
Palari,Chhirahi
Palari,Gadabhata
Palari,Aurasi
Palari,Bodtara
Palari,Tila
Palari,Sarra
Palari,Deosundra
Palari,Sarkipar
Palari,Khapri
Palari,Parswani
Palari,Saradih
Palari,Boerdih
Palari,Phundardih
Palari,Patharchuwa
Palari,Bhalukona
Palari,Semhradih
Palari,Rengadih
Palari,Muswadih
Palari,Jara
Palari,Chherkadih
Palari,Sakri
Palari,Mudpar
Palari,Keshla
Palari,Sandi
Palari,Khaira
Palari,Khartora
Palari,Gadakusmi
Palari,Jarve
Palari,Kodawa
Palari,Sasaha
Palari,Sundri
Palari,Goda
Palari,Singhora
Palari,Patharidih
Palari,Girra
Palari,Gabaud
Palari,Matwari
Palari,Sundrawan
Palari,Sisdeori
Palari,Kauwadih
Palari,Sahda
Palari,Latera
Palari,Kuchi
Palari,Bohardih
Palari,Gaitra
Palari,Harinbhatta
Palari,Telasi
Palari,Mohgaon
Palari,Deogaon
Palari,Junwani
Palari,Gidhpuri
Palari,Malpuri
Palari,Bijradih
Palari,Bharuwadih
Palari,Boda
Palari,Mohan
Palari,Riwadih
Palari,Tamori
Palari,Bhawanipur
Palari,Vatgan
Palari,Kodiya
Palari,Janglore
Palari,Ghotiya
Palari,Kukda
Palari,Kusmi
Palari,Ghirghol
Palari,Datan
Palari,Gatapar
Palari,Achholi
Palari,Kosmandi
Palari,Kesla
Palari,Amera
Palari,Rasota
Palari,Binouri
Palari,Chhadiya
Palari,Kosmanda
Palari,Rampur
Palari,Chharakapur
Palari,Konari
Palari,Mohatara
Palari,Mallin
Palari,Sirsahi
Palari,Tilda
Palari,Gadhidih
Palari,Lachchanpur
Palari,Thelki
Palari,Dhaurabhatha
Palari,Mudiyadih
Palari,Dhamni
Palari,Khairi
Palari,Saloni
Palari,Bansbinori
Palari,Sonar Deori
Palari,Sitapar
Palari,Ahmadpur
Palari,Kanakot
Palari,Lariya
Palari,Amethi
Palari,Khairwardih
Palari,Temari
Palari,Rohasi
Palari,Balodi
Palari,Chorhadih/Boirdih
Palari,Tipawan
Palari,Nawagaon
Palari,Pahanda
Palari,Lakadiya
Palari,Odan
Palari,Semariya
Palari,Dhorabhatha
Palari,Detrengi
Palari,Charoda
Palari,Bamhni
Palari,Joradbari
Kasdol,Rewasarar
Kasdol,Rewadih
Kasdol,Arjuni
Kasdol,Balda Kachhar
Kasdol,Khaira
Kasdol,Awarai
Kasdol,Barbaspur
Kasdol,Barekel
Kasdol,Mudhipar
Kasdol,Piparchhedi
Kasdol,Sukada
Kasdol,Donajhar
Kasdol,Bhadora
Kasdol,Putpura
Kasdol,Pairaguda
Kasdol,Thakurdiya
Kasdol,Parsada
Kasdol,Nandniya
Kasdol,Borsi
Kasdol,Bakla
Kasdol,Khurmudi
Kasdol,Furfundi
Kasdol,Bagar
Kasdol,Narayanpur
Kasdol,Temari
Kasdol,Nawapara
Kasdol,Malidih
Kasdol,Semariya
Kasdol,Kharwe
Kasdol,Dhaura Bhatha
Kasdol,Kosamsara
Kasdol,Bamhani
Kasdol,Kharaha
Kasdol,Hatoud
Kasdol,Asnid
Kasdol,Kharri
Kasdol,Bilari
Kasdol,Baigandabari
Kasdol,Chakarway
Kasdol,Darra
Kasdol,Chantipali
Kasdol,Gordha
Kasdol,Mohtara
Kasdol,Rani Mohtara
Kasdol,Chichpol
Kasdol,Charouda
Kasdol,Kot
Kasdol,Chharchhed
Kasdol,Chhanchhi
Kasdol,Deori Khurd
Kasdol,Deori Kalan
Kasdol,Sonaidih
Kasdol,Mudiyadih
Kasdol,Sabar
Kasdol,Sarwa
Kasdol,Sinodha
Kasdol,Bhadara
Kasdol,Chhechhar
Kasdol,Mudpar
Kasdol,Pikari
Kasdol,Malda
Kasdol,Maldi
Kasdol,Madkada
Kasdol,Tharhidih
Kasdol,Jhabadi
Kasdol,Baijnath
Kasdol,Sarwani
Kasdol,Katagi
Kasdol,Sel
Kasdol,Chandidih
Kasdol,Motipur
Kasdol,Pisid
Kasdol,Aamakhoha
Kasdol,Bhawrid
Kasdol,Manakoni
Kasdol,Tiprung
Kasdol,Turkindih
Kasdol,Rampur
Kasdol,Deradih
Kasdol,Amodi
Kasdol,Dhamalpur
Kasdol,Hasuwa
Kasdol,Balauda
Kasdol,Barpali
Kasdol,Semara
Kasdol,Gidhauri
Kasdol,Puleni
Kasdol,Pahanda
Kasdol,Khapridih
Kasdol,Amalidih
Kasdol,Kumhari
Kasdol,Ghatmadwa
Kasdol,Khapradih
Kasdol,Nawrangpur
Kasdol,Nardha
Kasdol,Darri
Kasdol,Bareli
Kasdol,Sukli
Kasdol,Kouwatal
Kasdol,Giraud
Kasdol,Matiya
Kasdol,Kotiyadih
Kasdol,Madawa
Kasdol,Sonakhan
Kasdol,Kauha Junwani
Kasdol,Magardarha Kalan
Kasdol,Magardarhakhurd
Kasdol,Kalmidadar
Kasdol,Kuramajhar
Kasdol,Banikhar
Kasdol,Chhata
Kasdol,Nithora
Kasdol,Nageda
Kasdol,Nagedi
Kasdol,Karmel
Kasdol,Achanakpur
Kasdol,Baghmada
Kasdol,Deori
Kasdol,Deogaon
Kasdol,Golajhar
Kasdol,Devrung
Kasdol,Chandan
Kasdol,Sukhari
Kasdol,Amruwa
Kasdol,Chhatwan
Kasdol,Runjhuni
Kasdol,Dumarpali
Kasdol,Rangora
Kasdol,Chechrapali
Kasdol,Pakrid
Kasdol,Kurkuti
Kasdol,Baya
Kasdol,Riko Khurd
Kasdol,Rikokalan
Kasdol,Sonpur
Kasdol,Bhanpur
Kasdol,Kushgarh
Kasdol,Thargaon
Kasdol,Mandeep
Kasdol,Nagarda
Kasdol,Kushbhatha
Kasdol,Barpani
Kasdol,Bharka
Kasdol,Jhalpani
Kasdol,Katuwajhar
Kasdol,Dadhakhar
Kasdol,Gudagadh
Kasdol,Bhinbhouri
Kasdol,Bafra
Kasdol,Turturiya
Kasdol,Bhothahi
Kasdol,Ghirghol
Kasdol,Alda
Kasdol,Surway
Kasdol,Saihabhata
Kasdol,Latadadar
Kasdol,Bar
Kasdol,Padadah
Kasdol,Dond
Kasdol,Mohda
Kasdol,Loridkhar
Kasdol,Talajhar
Kasdol,Daldali
Kasdol,Murumdih
Kasdol,Kauhabaraha
Kasdol,Chataldabra
Kasdol,Rawan
Kasdol,Dheba
Kasdol,Dhebi
Kasdol,Badgaon
Kasdol,Gabaud
Kasdol,Amgaon
Kasdol,Akaltara
Kasdol,Charauda
Kasdol,Dhamalpura
Kasdol,Dewgaon
Kasdol,Gidhapuri
Kasdol,Metkula
Kasdol,Hardi
Kasdol,Tenduchuwa
Kasdol,Devpur
Kasdol,Nawadih
Kasdol,Kothari
Kasdol,Taldadar
Kasdol,Nawagaon
Kasdol,Korradih
Kasdol,Pondi
Kasdol,Pachapedi
Kasdol,Kukarikona
Kasdol,Uparani
Kasdol,Maharaji
Kasdol,Mahkoni
Kasdol,Khosada
Kasdol,Gindola
Kasdol,Kukurikona
Kasdol,Saraipali
Kasdol,Ganjardih
Kasdol,Sirmal
Kasdol,Gajradih
Bilaigarh,Amaldiha (Amaldih)
Bilaigarh,Thakurdiya
Bilaigarh,Madkadi
Bilaigarh,Sonadula
Bilaigarh,Tundri
Bilaigarh,Korkoti
Bilaigarh,Purgaon
Bilaigarh,Limtari
Bilaigarh,Mauhadih
Bilaigarh,Singhitar
Bilaigarh,Toulidih
Bilaigarh,Bharatpur
Bilaigarh,Bhothidih
Bilaigarh,Baglota
Bilaigarh,Chhirra
Bilaigarh,Maldi
Bilaigarh,Pawani
Bilaigarh,Barbhatha
Bilaigarh,Parsadih
Bilaigarh,Deoraha
Bilaigarh,Mirchid
Bilaigarh,Mudpar
Bilaigarh,Kaitha
Bilaigarh,Pachari
Bilaigarh,Banahil
Bilaigarh,Nagarda
Bilaigarh,Soniyadih
Bilaigarh,Belmudi
Bilaigarh,Alikud
Bilaigarh,Gorba
Bilaigarh,Tendumudi
Bilaigarh,Belha
Bilaigarh,Mahuldih
Bilaigarh,Domuhani
Bilaigarh,Pathariya
Bilaigarh,Bisanpur
Bilaigarh,Govindban
Bilaigarh,Chhapora
Bilaigarh,Semharadih
Bilaigarh,Lukapara
Bilaigarh,Khajari
Bilaigarh,Ramtala
Bilaigarh,Rampur
Bilaigarh,Daubandhan
Bilaigarh,Karbadabri
Bilaigarh,Kariyatar
Bilaigarh,Karra Chikhala
Bilaigarh,Khursula
Bilaigarh,Bhadora
Bilaigarh,Tandapara
Bilaigarh,Dewarbod
Bilaigarh,Khairjhiti
Bilaigarh,Arjuni
Bilaigarh,Diwanpur
Bilaigarh,Bansurikuli
Bilaigarh,Pandripani
Bilaigarh,Nawapara
Bilaigarh,Gondli
Bilaigarh,Sutiurkuli
Bilaigarh,Chhuiha
Bilaigarh,Tengna Kachhar
Bilaigarh,Jogidipa
Bilaigarh,Dhansir
Bilaigarh,Jharnidih
Bilaigarh,Karipat
Bilaigarh,Maluha
Bilaigarh,Saliha
Bilaigarh,Dhaura Bhatha
Bilaigarh,Surguli
Bilaigarh,Dayalpur
Bilaigarh,Parsapali
Bilaigarh,Bhogadih
Bilaigarh,Gardih
Bilaigarh,Gedapali
Bilaigarh,Chachrel
Bilaigarh,Darra
Bilaigarh,Ghutikona
Bilaigarh,Pirda
Bilaigarh,Khurdarha
Bilaigarh,Amakachhar
Bilaigarh,Boda
Bilaigarh,Kodopali
Bilaigarh,Mudkatta
Bilaigarh,Baghmalla
Bilaigarh,Bodadih
Bilaigarh,Charpali
Bilaigarh,Rankot
Bilaigarh,Chandra Nagar
Bilaigarh,Dokaridih
Bilaigarh,Singhi Chuwa
Bilaigarh,Rikotar
Bilaigarh,Deosagar
Bilaigarh,Jeoradei
Bilaigarh,Dullapur
Bilaigarh,Noharpali
Bilaigarh,Doto
Bilaigarh,Dharasiv
Bilaigarh,Jamnar
Bilaigarh,Chandlidih
Bilaigarh,Naktidih
Bilaigarh,Tharakpur
Bilaigarh,Bandri
Bilaigarh,Durumgarh
Bilaigarh,Beltikari
Bilaigarh,Churela
Bilaigarh,Jamgahan
Bilaigarh,Chicholi
Bilaigarh,Salaunikhurd
Bilaigarh,Girwani
Bilaigarh,Salauni Kalan
Bilaigarh,Madhuban Kalan
Bilaigarh,Guwali
Bilaigarh,Chikanidih
Bilaigarh,Gadhabhatha
Bilaigarh,Karmandi
Bilaigarh,Sarmandi
Bilaigarh,Votegan
Bilaigarh,Jora
Bilaigarh,Ghana
Bilaigarh,Dongiyabhatha
Bilaigarh,Jhumarpali
Bilaigarh,Gagorithada
Bilaigarh,Tedhimdara
Bilaigarh,Rohina
Bilaigarh,Madhuban Khurd
Bilaigarh,Pipar Bhauna
Bilaigarh,Benduwa
Bilaigarh,Tenduwa
Bilaigarh,Dhobanidih
Bilaigarh,Girsa
Bilaigarh,Gopalpur
Bilaigarh,Khamhariya
Bilaigarh,Samariya
Bilaigarh,Bhinoda
Bilaigarh,Khapridih
Bilaigarh,Junwani
Bilaigarh,Karnapali
Bilaigarh,Dhangaon
Bilaigarh,Taulidih
Bilaigarh,Hardi
Bilaigarh,Kosam Kunda
Bilaigarh,Jaitpur
Bilaigarh,Odakakan
Bilaigarh,Jorapali
Bilaigarh,Lakhurridih
Bilaigarh,Salhewana
Bilaigarh,Balaudi
Bilaigarh,Bachhaurdih
Bilaigarh,Pandripali
Bilaigarh,Balpur
Bilaigarh,Tihalipali
Bilaigarh,Kediyawar
Bilaigarh,Kot
Bilaigarh,Charbhatha
Bilaigarh,Sardhabhatha
Bilaigarh,Mohatara
Bilaigarh,Madhaibhatha
Bilaigarh,Chakarda
Bilaigarh,Pendrawan
Bilaigarh,Shitalpur
Bilaigarh,Senduras
Bilaigarh,Jhumka
Bilaigarh,Muchhmalda
Bilaigarh,Pipardula
Bilaigarh,Sarsinwa
Bilaigarh,Kodwa
Bilaigarh,Gadapali
Bilaigarh,Pikaripali
Bilaigarh,Tendubhatha
Bilaigarh,Tilaipali
Bilaigarh,Bilaspur
Bilaigarh,Tata
Bilaigarh,Bamhanpuri
Bilaigarh,Jogesara
Bilaigarh,Chorbhatthi
Bilaigarh,Raikona
Bilaigarh,Chhirchuwa
Bilaigarh,Dhaurabhatha
Bilaigarh,Sajapali
Bilaigarh,Gangori
Bilaigarh,Ghoghara
Bilaigarh,Ghoghari
Bilaigarh,Dhanora
Bilaigarh,Boirdih
Bilaigarh,Jamnardih
Bilaigarh,Durug
Bilaigarh,Piparbhawna
Bilaigarh,Tendu Darha
Bilaigarh,Kachonda
Bilaigarh,Bengpali
Bilaigarh,Beladula
Bilaigarh,Shankar Nagar
Bilaigarh,Lankahuda
Bilaigarh,Sohagpur
Bilaigarh,Kisda
Bilaigarh,Dhobni
Bilaigarh,Naresh Nagar
Bilaigarh,Dhandhani
Bilaigarh,Panchpedi
Bilaigarh,Mohtara
Bilaigarh,Manpasar
Bilaigarh,Sakrapali
Bilaigarh,Amlidih
Bilaigarh,Gatadih
Bilaigarh,Amodi
Bilaigarh,Pipardih
Bilaigarh,Siharjor [Dharjara]
Bilaigarh,Basantpur
Bilaigarh,Mandalpur
Arang,Paraswani
Arang,Lanja
Arang,Majitaha
Arang,Khorsi
Arang,Bhatiya
Arang,Karma
Arang,Achholi
Arang,Bhainsa
Arang,Ghorbhatti
Arang,Deortilda
Arang,Paraswani-2 (Paraswani)
Arang,Kosrangi
Arang,Korasi
Arang,Bhainsmudi
Arang,Kulipota
Arang,Seja
Arang,Dumha
Arang,Bhandar
Arang,Pirda-I (Pirda)
Arang,Kodapar
Arang,Dhobbhatti
Arang,Amodi
Arang,Dhaura Bhatha
Arang,Amsena
Arang,Chikhli-1 (Chikhli)
Arang,Kutela
Arang,Mohmela
Arang,Kurud-I (Kurud)
Arang,Karmandi
Arang,Hardi
Arang,Kagdehi
Arang,Kusmund
Arang,Samoda
Arang,Chaparid (Chaprid)
Arang,Ranisagar
Arang,Banarsi-I (Banarsi)
Arang,Tulsi-I (Tulsi)
Arang,Rasota
Arang,Semariya -1
Arang,Parsada-1 (Parsada)
Arang,Kesla
Arang,Paraswani-3 (Paraswani)
Arang,Sankari-1(Sankari)
Arang,Chorbhatti
Arang,Chakwe
Arang,Parsada-2 (Parsada)
Arang,Bana-1 (Bana)
Arang,Guma-1 (Gumakhapri)
Arang,Paraskol
Arang,Ghont-1 (Ghaut)
Arang,Khapri-1
Arang,Parasatti-1 (Parsatti)
Arang,Bohardih
Arang,Akoli Khurd-1 (Akolikhu
Arang,Farfaud
Arang,Chhatauna-1 (Chhatauna)
Arang,Bhothali
